ano,mes,estado,preco_medio
2025,10,AL,105.16
2025,10,AM,125.76
2025,10,AP,124.56
2025,10,BA,116.47
2025,10,CE,116.50
2025,10,DF,103.47
2025,10,ES,101.16
2025,10,GO,110.85
2025,10,MA,120.20
2025,10,MG,107.89
2025,10,MS,111.47
2025,10,MT,120.75
2025,10,PA,113.12
2025,10,PB,105.20
2025,10,PE,99.48
2025,10,PI,108.54
2025,10,PR,109.81
2025,10,RJ,100.02
2025,10,RN,104.16
2025,10,RO,121.24
2025,10,RR,140.09
2025,10,RS,114.90
2025,10,SC,120.59
2025,10,SE,108.92
2025,10,SP,110.84
2025,10,TO,129.38
2025,11,AC,122.99
2025,11,AL,105.43
2025,11,AM,125.52
2025,11,AP,124.81
2025,11,BA,114.97
2025,11,CE,116.78
2025,11,DF,103.91
2025,11,ES,100.88
2025,11,GO,111.75
2025,11,MA,119.87
2025,11,MG,108.96
2025,11,MS,112.76
2025,11,MT,123.22
2025,11,PA,112.41
2025,11,PB,106.87
2025,11,PE,100.78
2025,11,PI,109.78
2025,11,PR,108.11
2025,11,RJ,101.05
2025,11,RN,104.14
2025,11,RO,121.82
2025,11,RR,140.04
2025,11,RS,115.31
2025,11,SC,121.06
2025,11,SE,108.45
2025,11,SP,110.73
2025,11,TO,129.56
2025,12,AC,123.03
2025,12,AL,104.42
2025,12,AM,125.13
2025,12,AP,122.84
2025,12,BA,112.73
2025,12,CE,116.62
2025,12,DF,103.36
2025,12,ES,100.52
2025,12,GO,111.31
2025,12,MA,120.30
2025,12,MG,108.57
2025,12,MS,114.03
2025,12,MT,122.53
2025,12,PA,111.77
2025,12,PB,106.74
2025,12,PE,101.12
2025,12,PI,109.57
2025,12,PR,108.80
2025,12,RJ,100.88
2025,12,RN,107.77
2025,12,RO,125.10
2025,12,RR,140.17
2025,12,RS,114.64
2025,12,SC,119.36
2025,12,SE,109.50
2025,12,SP,110.45
2025,12,TO,129.06
